Age,CGPA,Financial_Stress,Semester_Credit_Load,Mental_Status,Sleep_Schedule,Extracurricular,Therapy,Exercise,Gender_Female,Gender_Male,Course_Business,Course_Computer Science,Course_Engineering,Course_Law,Course_Medical,Course_Others
22.0,3.325,0,19,-1,1,0,-1,-1,0,1,0,0,0,0,0,1
23.0,2.7,1,18,-1,0,1,0,0,1,0,0,0,0,0,0,1
18.0,2.67,2,22,0,0,1,-1,0,0,1,0,1,0,0,0,0
20.0,2.795,5,21,0,1,-1,-1,0,0,1,0,0,1,0,0,0
21.0,2.825,2,23,-1,-1,0,-1,0,0,1,0,0,0,0,1,0
24.0,2.575,5,19,-1,0,1,-1,-1,1,0,0,1,0,0,0,0
22.0,3.195,1,19,0,0,1,-1,-1,0,1,0,1,0,0,0,0
23.0,3.005,4,23,-1,1,1,-1,-1,1,0,1,0,0,0,0,0
19.0,2.78,1,22,0,0,1,1,0,0,1,0,0,1,0,0,0
23.0,3.055,2,25,-1,1,-1,-1,0,1,0,0,0,1,0,0,0
22.0,2.75,4,22,-1,-1,0,0,-1,1,0,0,0,0,1,0,0
23.0,2.805,4,15,0,0,0,-1,-1,0,1,0,0,0,1,0,0
21.0,3.485,0,21,1,1,1,0,0,1,0,0,0,1,0,0,0
19.0,2.95,5,28,0,-1,0,1,0,0,1,0,0,0,0,1,0
19.0,2.995,4,23,0,0,-1,-1,1,0,1,1,0,0,0,0,0
18.0,2.795,3,23,-1,0,0,-1,1,0,1,0,0,1,0,0,0
19.0,3.35,3,28,0,-1,-1,0,-1,0,1,0,1,0,0,0,0
21.0,2.675,5,27,-1,-1,1,0,-1,1,0,0,0,1,0,0,0
21.0,3.03,5,16,0,-1,0,-1,0,0,1,0,1,0,0,0,0
24.0,3.06,4,28,-1,0,0,-1,0,1,0,0,0,0,0,1,0
21.0,2.55,3,20,-1,1,-1,-1,0,0,1,0,0,1,0,0,0
20.0,2.33,2,24,-1,1,-1,-1,1,0,1,0,1,0,0,0,0
18.0,3.095,0,21,0,0,-1,-1,1,1,0,0,0,0,1,0,0
25.0,2.9251143268308284,0,18,1,1,1,0,0,1,0,0,0,0,1,0,0
18.0,3.56,2,20,1,-1,-1,-1,1,0,1,0,0,1,0,0,0
22.0,2.635,5,23,-1,-1,-1,-1,0,1,0,0,0,0,1,0,0
21.0,2.665,5,15,-1,-1,0,0,0,1,0,0,0,0,0,1,0
19.0,3.445,1,27,0,0,0,-1,1,0,1,0,0,1,0,0,0
19.0,3.055,3,25,1,-1,1,0,0,0,1,1,0,0,0,0,0
24.0,3.265,2,29,0,-1,-1,0,0,1,0,0,0,0,0,1,0
20.0,2.9251143268308284,2,16,0,0,0,-1,-1,0,1,0,0,0,0,1,0
23.0,2.655,2,15,1,-1,-1,1,-1,1,0,0,0,0,0,1,0
22.0,2.8,3,28,0,-1,0,-1,1,0,1,0,0,1,0,0,0
24.0,3.16,3,22,-1,0,1,-1,-1,1,0,0,0,0,0,1,0
19.0,2.61,5,24,-1,0,1,-1,1,0,1,0,0,0,0,1,0
21.0,2.6,2,26,-1,0,-1,-1,1,1,0,0,0,0,1,0,0
27.0,3.245,0,27,0,1,-1,-1,-1,1,0,0,1,0,0,0,0
24.0,2.7,1,24,-1,-1,-1,-1,-1,1,0,0,0,0,1,0,0
22.0,2.9,5,22,-1,-1,-1,-1,0,0,1,0,1,0,0,0,0
18.0,3.28,5,18,-1,-1,0,-1,0,1,0,0,0,0,0,1,0
18.0,3.22,0,22,1,0,-1,0,-1,1,0,0,0,0,0,1,0
25.0,2.9251143268308284,4,15,-1,0,0,-1,-1,1,0,0,0,0,0,1,0
22.0,3.09,4,26,-1,0,1,-1,-1,1,0,0,1,0,0,0,0
21.0,3.085,0,19,0,0,-1,-1,0,0,1,0,0,0,0,1,0
20.0,3.075,3,25,1,0,-1,-1,0,0,1,0,1,0,0,0,0
22.0,2.825,4,21,-1,-1,0,-1,1,0,1,0,0,1,0,0,0
19.0,2.475,4,27,-1,0,0,-1,-1,1,0,0,1,0,0,0,0
21.0,3.185,2,15,0,-1,0,1,0,0,1,0,0,0,0,1,0
22.0,2.925,4,15,-1,-1,1,0,-1,0,1,0,1,0,0,0,0
22.0,3.435,0,17,1,0,0,1,1,1,0,0,0,1,0,0,0
19.0,2.75,1,22,-1,-1,0,0,0,0,1,0,0,0,1,0,0
22.0,3.125,3,25,-1,0,0,-1,-1,1,0,0,0,0,0,1,0
18.0,2.735,0,15,-1,-1,1,-1,0,0,1,0,0,0,0,1,0
22.0,2.895,2,19,-1,-1,0,0,0,0,1,0,0,0,0,1,0
20.0,3.095,2,15,0,0,-1,-1,-1,1,0,0,0,0,0,1,0
27.0,2.9251143268308284,1,25,0,1,0,0,0,0,1,0,1,0,0,0,0
22.0,2.475,5,23,-1,-1,0,-1,-1,1,0,0,0,0,0,1,0
19.0,2.4,1,28,-1,-1,1,-1,0,1,0,0,0,0,0,1,0
19.0,2.765,5,19,0,-1,-1,0,0,0,1,0,0,0,0,1,0
22.0,3.225,1,21,0,0,1,0,-1,1,0,0,0,0,1,0,0
20.0,2.56,5,26,-1,-1,-1,-1,-1,0,1,0,0,1,0,0,0
19.0,3.075,1,25,-1,0,0,-1,-1,1,0,0,1,0,0,0,0
21.0,2.75,0,18,-1,1,-1,-1,1,1,0,0,1,0,0,0,0
24.0,2.625,1,21,0,0,0,1,-1,0,1,0,1,0,0,0,0
18.0,3.155,3,21,-1,0,-1,-1,0,0,1,0,0,1,0,0,0
24.0,2.735,5,19,-1,1,-1,-1,-1,0,1,0,0,0,0,1,0
25.0,2.825,3,29,0,0,-1,1,-1,0,1,0,1,0,0,0,0
20.0,2.905,1,29,-1,0,0,-1,0,1,0,0,0,0,1,0,0
22.0,3.38,0,26,1,1,1,0,-1,0,1,0,1,0,0,0,0
25.0,2.74,5,28,0,0,-1,0,-1,0,1,0,0,1,0,0,0
23.0,2.32,4,16,-1,-1,0,-1,0,0,1,0,0,1,0,0,0
22.0,3.0,3,20,-1,1,1,-1,-1,1,0,0,1,0,0,0,0
22.0,2.565,0,23,-1,0,-1,-1,1,1,0,1,0,0,0,0,0
21.0,3.3,2,20,-1,-1,0,-1,-1,0,1,0,1,0,0,0,0
21.0,3.105,2,25,0,0,-1,1,-1,0,1,0,0,1,0,0,0
24.0,2.9251143268308284,4,16,-1,0,0,-1,0,1,0,0,0,0,1,0,0
18.0,2.57,5,22,-1,-1,1,-1,-1,0,1,0,1,0,0,0,0
20.0,2.89,5,16,-1,1,-1,-1,0,0,1,0,0,0,0,1,0
19.0,3.125,0,23,0,0,0,0,-1,0,1,0,1,0,0,0,0
25.0,2.92,5,28,0,0,0,1,0,1,0,0,0,0,0,0,1
21.0,3.565,1,29,1,1,-1,1,-1,0,1,0,0,0,0,1,0
20.0,2.585,0,27,0,0,0,-1,0,0,1,0,1,0,0,0,0
23.0,2.735,2,23,-1,0,0,-1,-1,1,0,0,0,1,0,0,0
21.0,2.855,5,27,-1,1,-1,-1,1,0,1,0,0,1,0,0,0
18.0,2.635,5,19,0,1,0,0,0,0,1,0,0,0,0,1,0
18.0,2.575,0,29,0,-1,-1,-1,0,1,0,0,0,0,1,0,0
22.0,2.485,4,27,-1,0,0,-1,-1,1,0,0,0,0,0,1,0
22.0,2.96,0,24,-1,-1,-1,-1,-1,0,1,0,0,0,0,1,0
24.0,2.875,1,27,-1,0,0,-1,0,0,1,0,1,0,0,0,0
21.0,3.225,0,19,0,0,-1,-1,-1,1,0,1,0,0,0,0,0
22.0,2.255,5,25,-1,-1,0,-1,0,1,0,0,1,0,0,0,0
27.0,2.915,4,25,1,-1,0,0,-1,1,0,0,0,0,0,1,0
19.0,3.175,0,19,1,1,-1,0,0,0,1,0,0,0,1,0,0
21.0,3.01,4,20,-1,0,1,0,-1,0,1,0,1,0,0,0,0
20.0,2.905,5,25,-1,0,0,-1,-1,1,0,0,0,0,1,0,0
27.0,2.89,1,28,0,0,0,-1,1,0,1,0,0,0,1,0,0
22.0,3.105,4,25,0,-1,1,-1,-1,0,1,0,1,0,0,0,0
20.0,3.04,4,18,-1,1,0,0,1,1,0,0,0,1,0,0,0
24.0,2.805,3,25,-1,0,1,0,0,0,1,0,0,0,0,1,0
22.0,3.15,2,20,0,0,-1,0,0,0,1,0,1,0,0,0,0
21.0,3.275,5,15,0,-1,0,-1,-1,0,1,0,0,0,1,0,0
22.0,2.76,3,24,-1,0,-1,-1,0,1,0,0,0,0,0,1,0
21.0,2.595,4,27,-1,0,0,-1,1,1,0,0,0,0,0,1,0
24.0,3.13,5,26,-1,0,0,0,-1,0,1,0,0,0,0,0,1
22.0,2.235,1,29,0,-1,-1,-1,-1,1,0,0,0,1,0,0,0
23.0,3.39,4,22,-1,0,0,-1,0,1,0,0,0,1,0,0,0
21.0,2.9251143268308284,0,15,-1,0,1,-1,0,0,1,0,0,1,0,0,0
20.0,3.475,4,15,0,0,0,0,-1,1,0,0,1,0,0,0,0
19.0,2.8,2,26,-1,-1,-1,-1,0,0,1,0,0,0,0,1,0
25.0,3.19,3,28,-1,-1,0,-1,0,1,0,0,1,0,0,0,0
24.0,3.125,1,25,0,-1,-1,0,0,1,0,0,0,0,0,1,0
26.0,3.03,5,18,-1,-1,-1,0,-1,1,0,0,0,0,1,0,0
22.0,3.05,5,28,-1,0,0,-1,1,0,1,0,1,0,0,0,0
20.0,2.895,2,23,0,-1,1,-1,1,1,0,1,0,0,0,0,0
27.0,2.84,4,24,-1,0,0,-1,0,1,0,0,0,0,0,1,0
25.0,3.155,1,19,-1,-1,0,-1,0,1,0,0,0,0,0,0,1
24.0,2.38,3,24,-1,1,0,-1,-1,0,1,0,0,0,0,1,0
20.0,2.31,5,28,-1,-1,0,0,-1,1,0,0,0,1,0,0,0
22.0,3.14,4,28,0,-1,0,1,0,1,0,0,0,0,1,0,0
20.0,2.35,3,20,-1,1,0,0,0,1,0,0,0,0,1,0,0
21.0,2.815,4,25,-1,-1,-1,-1,-1,0,1,0,0,0,0,1,0
21.0,3.26,0,22,0,-1,0,-1,0,1,0,0,0,0,0,1,0
23.0,3.21,2,16,0,0,0,0,0,1,0,0,0,0,1,0,0
21.0,2.54,2,28,-1,0,-1,-1,1,0,1,0,0,0,1,0,0
20.0,2.76,0,24,1,1,1,-1,-1,0,1,0,0,0,1,0,0
19.0,2.69,5,18,-1,0,0,-1,0,1,0,0,0,0,1,0,0
21.0,3.31,1,24,0,-1,1,-1,1,0,1,0,0,0,1,0,0
21.0,2.645,5,23,-1,0,1,0,-1,1,0,0,0,0,1,0,0
20.0,2.56,1,16,-1,-1,0,0,0,1,0,0,0,0,0,1,0
21.0,2.575,5,29,-1,-1,-1,0,0,0,1,0,1,0,0,0,0
20.0,2.515,5,27,-1,-1,1,-1,1,1,0,0,0,1,0,0,0
19.0,2.69,5,26,-1,1,-1,-1,0,1,0,0,1,0,0,0,0
24.0,2.305,1,29,-1,0,1,1,0,0,1,0,0,0,0,0,1
22.0,2.98,1,16,-1,1,0,-1,1,0,1,1,0,0,0,0,0
20.0,3.155,0,17,0,0,-1,-1,-1,0,1,0,0,0,1,0,0
20.0,2.945,0,17,0,1,0,1,0,0,1,0,0,1,0,0,0
24.0,2.175,4,19,-1,0,1,-1,0,1,0,0,0,0,0,1,0
25.0,2.55,4,16,-1,0,1,-1,1,0,1,0,0,0,0,1,0
18.0,3.25,4,18,0,1,-1,-1,-1,0,1,0,1,0,0,0,0
19.0,2.94,2,28,-1,-1,0,1,1,1,0,0,0,0,0,1,0
23.0,2.94,3,28,0,0,0,-1,0,1,0,0,0,1,0,0,0
19.0,3.31,0,20,-1,1,0,-1,-1,0,1,0,0,1,0,0,0
23.0,3.165,1,15,0,0,-1,-1,0,0,1,0,0,1,0,0,0
21.0,2.465,2,23,-1,-1,-1,-1,1,0,1,0,1,0,0,0,0
18.0,2.9251143268308284,5,28,-1,1,0,-1,-1,1,0,0,0,0,0,0,1
20.0,2.9251143268308284,5,21,0,-1,0,0,1,1,0,0,0,1,0,0,0
23.0,2.925,2,15,0,0,0,0,0,0,1,0,1,0,0,0,0
19.0,3.265,4,15,-1,0,-1,-1,-1,1,0,0,0,1,0,0,0
21.0,2.675,3,15,-1,0,0,-1,-1,0,1,0,0,0,0,1,0
25.0,2.535,4,27,-1,0,-1,-1,-1,1,0,0,0,0,0,1,0
25.0,2.57,3,26,-1,-1,-1,-1,1,1,0,0,0,0,0,0,1
26.0,2.99,0,28,1,-1,-1,1,1,0,1,0,0,1,0,0,0
22.0,3.01,4,22,-1,0,0,-1,-1,0,1,0,0,0,1,0,0
20.0,3.02,2,20,0,-1,-1,-1,1,0,1,0,0,0,0,1,0
21.0,2.9251143268308284,1,29,0,1,1,-1,0,0,1,0,0,0,0,0,1
21.0,2.975,2,19,-1,0,0,1,0,0,1,0,0,0,0,1,0
23.0,3.02,2,20,1,1,0,-1,0,0,1,0,0,0,1,0,0
20.0,3.21,4,24,-1,1,-1,-1,-1,0,1,0,0,0,1,0,0
18.0,2.255,4,29,0,-1,-1,0,-1,1,0,0,0,0,0,1,0
22.0,3.235,0,15,0,1,-1,-1,0,1,0,1,0,0,0,0,0
24.0,2.79,5,20,0,1,0,1,-1,0,1,0,0,0,0,1,0
22.0,3.305,1,21,0,0,0,-1,0,1,0,0,0,0,0,0,1
22.0,2.645,5,17,0,-1,0,0,1,1,0,0,1,0,0,0,0
23.0,2.985,3,29,-1,-1,0,-1,-1,0,1,0,0,0,1,0,0
23.0,2.875,0,15,0,0,0,0,-1,1,0,0,0,0,1,0,0
21.0,2.825,0,27,0,-1,1,-1,1,0,1,0,0,0,1,0,0
22.0,2.775,1,19,-1,1,0,-1,0,0,1,0,1,0,0,0,0
21.0,2.715,4,17,-1,1,0,-1,1,0,1,1,0,0,0,0,0
20.0,2.94,2,20,-1,1,-1,0,-1,1,0,0,0,0,1,0,0
20.0,2.435,2,19,-1,-1,-1,-1,-1,1,0,0,0,1,0,0,0
20.0,2.605,0,27,-1,0,1,-1,0,0,1,0,0,0,1,0,0
23.0,3.065,4,21,-1,1,0,-1,1,1,0,0,0,1,0,0,0
23.0,2.735,0,15,0,0,1,-1,-1,0,1,0,0,0,0,1,0
20.0,3.35,4,16,-1,0,1,-1,1,0,1,0,1,0,0,0,0
20.0,2.665,1,27,-1,-1,0,-1,1,1,0,0,0,1,0,0,0
24.0,2.775,0,15,0,0,0,-1,0,1,0,0,0,0,0,1,0
20.0,2.835,5,19,-1,-1,0,-1,-1,0,1,0,0,0,0,1,0
19.0,3.235,2,25,1,1,-1,-1,1,1,0,0,0,0,0,1,0
19.0,2.625,4,19,-1,1,0,-1,1,1,0,0,0,0,0,0,1
20.0,2.545,2,29,-1,1,0,-1,0,1,0,0,0,0,0,1,0
21.0,3.11,2,18,0,0,-1,-1,0,0,1,0,0,0,0,1,0
21.0,3.33,0,18,-1,0,-1,-1,0,1,0,0,0,0,0,1,0
21.0,3.035,0,23,0,-1,-1,-1,0,0,1,0,0,0,0,1,0
22.0,2.705,5,15,-1,1,-1,-1,-1,0,1,0,0,0,0,1,0
24.0,3.255,3,19,-1,1,0,-1,1,1,0,0,0,0,0,1,0
18.0,2.955,0,25,-1,0,0,-1,-1,0,1,0,1,0,0,0,0
28.0,3.285,2,19,0,0,1,0,0,0,1,0,0,1,0,0,0
18.0,2.98,0,16,0,1,0,0,0,0,1,0,1,0,0,0,0
18.0,2.845,3,17,-1,0,0,-1,-1,0,1,0,1,0,0,0,0
21.0,2.085,5,27,-1,0,1,-1,0,1,0,0,0,1,0,0,0
21.0,3.08,2,18,-1,-1,-1,-1,-1,0,1,0,0,0,0,1,0
22.0,2.735,5,27,-1,-1,0,-1,-1,1,0,0,0,0,0,1,0
23.0,2.715,3,23,-1,1,0,-1,0,0,1,0,1,0,0,0,0
19.0,3.125,1,17,0,-1,-1,-1,-1,1,0,1,0,0,0,0,0
27.0,2.69,1,28,0,0,0,0,-1,1,0,0,0,1,0,0,0
21.0,2.965,1,17,-1,-1,1,-1,-1,0,1,0,0,0,1,0,0
19.0,2.545,2,27,-1,0,1,0,-1,1,0,0,1,0,0,0,0
26.0,3.39,4,22,0,0,-1,0,0,1,0,0,1,0,0,0,0
21.0,2.845,0,21,1,-1,-1,0,-1,1,0,0,0,0,0,1,0
24.0,2.73,4,28,-1,0,1,-1,-1,1,0,0,0,0,0,1,0
21.0,2.905,0,27,-1,1,1,-1,0,0,1,0,0,0,0,1,0
20.0,2.545,4,21,-1,0,1,-1,0,0,1,0,0,0,1,0,0
20.0,2.495,2,27,0,-1,-1,0,0,0,1,0,0,0,1,0,0
18.0,2.83,1,16,-1,-1,0,-1,0,0,1,0,1,0,0,0,0
20.0,3.65,1,20,0,1,0,-1,0,0,1,0,1,0,0,0,0
18.0,2.435,5,23,-1,1,0,1,0,1,0,0,0,0,0,0,1
20.0,2.9251143268308284,3,24,0,0,-1,0,-1,1,0,0,0,0,0,1,0
24.0,2.64,3,26,0,0,1,-1,1,1,0,0,0,0,0,1,0
24.0,3.26,1,24,1,0,0,0,-1,1,0,0,0,0,1,0,0
21.0,2.65,0,26,0,0,0,0,-1,1,0,0,0,0,0,1,0
24.0,3.315,2,21,-1,1,0,-1,-1,0,1,0,1,0,0,0,0
20.0,3.185,2,23,-1,1,-1,-1,0,1,0,1,0,0,0,0,0
20.0,2.81,2,24,-1,1,0,-1,-1,0,1,0,0,1,0,0,0
21.0,2.985,1,25,0,-1,0,0,0,1,0,0,0,0,0,1,0
23.0,3.145,0,25,-1,0,0,-1,0,0,1,0,0,0,1,0,0
18.0,3.08,5,20,-1,0,1,-1,-1,0,1,0,0,0,0,1,0
25.0,3.155,3,25,-1,-1,0,-1,0,1,0,0,0,0,0,0,1
18.0,3.13,1,22,0,-1,-1,-1,-1,1,0,0,0,0,0,1,0
21.0,3.015,1,19,0,-1,0,-1,1,1,0,0,1,0,0,0,0
19.0,2.1,3,26,-1,-1,1,-1,0,1,0,0,0,1,0,0,0
20.0,3.16,4,16,-1,0,-1,-1,-1,0,1,0,0,0,0,1,0
21.0,3.11,0,24,0,1,0,-1,1,1,0,0,0,1,0,0,0
19.0,2.875,3,23,-1,0,0,-1,0,1,0,0,0,0,0,1,0
25.0,2.9251143268308284,5,20,-1,0,0,-1,0,1,0,0,0,0,0,1,0
23.0,3.13,4,16,0,0,0,-1,0,0,1,0,0,0,0,1,0
21.0,3.39,2,22,0,0,0,1,0,1,0,0,0,0,1,0,0
18.0,2.9251143268308284,5,18,0,0,0,-1,0,0,1,0,1,0,0,0,0
18.0,2.72,1,26,1,0,1,0,1,0,1,0,0,1,0,0,0
21.0,2.905,3,19,-1,-1,0,-1,0,0,1,0,0,0,0,1,0
19.0,2.515,5,25,0,-1,0,-1,0,0,1,0,0,1,0,0,0
24.0,2.16,2,20,-1,1,0,-1,1,1,0,0,0,0,1,0,0
23.0,3.18,0,26,0,0,0,-1,1,1,0,0,0,0,1,0,0
20.0,3.16,1,28,0,0,-1,0,-1,1,0,0,0,0,1,0,0
22.0,3.165,3,21,0,1,1,-1,0,0,1,0,0,1,0,0,0
23.0,3.28,3,28,1,1,-1,0,0,0,1,0,1,0,0,0,0
22.0,2.51,5,22,-1,0,0,-1,1,0,1,0,0,0,0,0,1
22.0,3.145,1,19,-1,-1,-1,-1,1,1,0,0,1,0,0,0,0
21.0,2.995,1,29,-1,0,0,-1,-1,0,1,0,0,0,1,0,0
19.0,2.485,1,17,0,1,-1,-1,-1,0,1,0,0,0,0,1,0
24.0,3.025,1,25,1,0,0,0,-1,0,1,0,0,0,0,0,1
18.0,2.925,5,19,-1,0,0,0,-1,1,0,1,0,0,0,0,0
19.0,2.735,3,25,-1,-1,0,-1,0,0,1,0,0,0,0,1,0
23.0,2.335,5,25,-1,0,-1,-1,1,1,0,0,0,0,0,1,0
20.0,3.15,2,26,0,1,-1,0,0,1,0,1,0,0,0,0,0
21.0,3.365,1,17,-1,0,1,-1,-1,0,1,0,1,0,0,0,0
24.0,3.11,2,24,0,-1,1,0,1,1,0,0,0,0,0,1,0
25.0,3.255,0,23,0,1,-1,-1,0,1,0,0,0,0,1,0,0
22.0,3.455,0,25,0,0,0,-1,-1,1,0,0,0,0,0,0,1
18.0,3.02,1,26,0,-1,0,0,1,1,0,0,0,0,0,1,0
23.0,2.69,1,18,-1,1,-1,-1,-1,1,0,0,0,0,1,0,0
22.0,2.96,2,26,-1,0,-1,-1,-1,0,1,0,0,1,0,0,0
23.0,2.915,2,19,0,0,-1,0,1,0,1,0,0,1,0,0,0
19.0,2.785,2,29,-1,0,-1,-1,0,0,1,0,1,0,0,0,0
18.0,2.675,2,19,0,0,0,-1,-1,1,0,0,0,0,0,1,0
26.0,2.81,4,28,0,0,1,-1,0,1,0,0,0,1,0,0,0
22.0,2.965,1,27,-1,-1,0,-1,0,0,1,0,0,0,0,1,0
20.0,3.525,1,15,0,0,1,-1,0,0,1,1,0,0,0,0,0
19.0,3.305,1,29,1,0,0,-1,1,0,1,0,0,0,0,0,1
25.0,2.785,4,21,0,1,0,0,0,0,1,0,0,1,0,0,0
22.0,2.695,5,21,-1,-1,0,-1,1,0,1,0,0,0,0,0,1
20.0,3.055,4,25,1,-1,1,1,0,0,1,0,1,0,0,0,0
24.0,2.88,5,18,0,0,-1,0,1,1,0,0,0,0,1,0,0
22.0,2.9,4,22,-1,-1,0,-1,0,1,0,0,0,0,1,0,0
21.0,3.235,4,17,0,-1,0,-1,0,1,0,0,0,0,1,0,0
19.0,3.09,2,24,-1,0,0,-1,-1,0,1,0,0,0,0,1,0
18.0,3.01,1,18,0,-1,-1,-1,-1,1,0,0,0,0,0,1,0
18.0,3.225,0,21,0,-1,0,0,1,0,1,0,0,1,0,0,0
19.0,3.08,5,20,-1,0,-1,-1,-1,1,0,0,0,1,0,0,0
22.0,3.2,2,28,0,0,0,-1,-1,0,1,0,0,1,0,0,0
22.0,2.6,0,20,0,-1,1,0,1,1,0,0,0,0,0,1,0
19.0,3.62,3,26,1,0,1,1,1,1,0,0,0,0,1,0,0
21.0,3.07,1,28,0,1,0,-1,1,1,0,0,0,0,1,0,0
22.0,2.93,3,26,0,-1,1,-1,-1,0,1,0,0,1,0,0,0
21.0,2.685,3,27,-1,0,0,-1,0,1,0,0,0,0,0,1,0
20.0,3.065,3,23,-1,1,0,-1,0,0,1,0,1,0,0,0,0
20.0,3.46,1,18,0,-1,0,-1,-1,1,0,0,0,0,0,1,0
21.0,2.56,2,26,0,0,0,1,-1,1,0,0,1,0,0,0,0
21.0,2.9251143268308284,2,21,0,0,1,0,0,0,1,0,1,0,0,0,0
20.0,2.765,3,29,-1,-1,1,1,1,1,0,0,1,0,0,0,0
20.0,2.665,4,19,-1,0,1,-1,1,1,0,0,0,0,0,0,1
20.0,3.095,0,23,1,-1,0,1,1,1,0,1,0,0,0,0,0
22.0,3.055,1,15,1,-1,-1,0,0,1,0,0,0,1,0,0,0
20.0,3.065,2,17,-1,1,0,-1,0,1,0,0,0,0,0,1,0
23.0,3.06,0,20,0,0,0,1,0,1,0,0,0,0,1,0,0
18.0,2.905,0,27,-1,1,1,-1,0,0,1,0,0,0,1,0,0
21.0,2.375,1,29,-1,-1,0,-1,-1,1,0,0,0,0,0,0,1
18.0,3.09,3,26,-1,-1,1,-1,-1,0,1,0,0,0,1,0,0
24.0,2.325,3,25,0,0,1,0,0,0,1,0,0,0,1,0,0
21.0,2.605,2,29,1,-1,0,1,1,1,0,0,0,1,0,0,0
22.0,2.845,3,21,0,-1,-1,1,0,1,0,1,0,0,0,0,0
21.0,2.685,4,25,-1,-1,-1,0,1,1,0,0,0,0,0,1,0
22.0,2.565,4,29,0,0,-1,1,0,1,0,0,0,0,1,0,0
24.0,2.12,4,28,-1,1,-1,-1,-1,0,1,0,0,1,0,0,0
20.0,2.775,3,15,-1,-1,0,-1,0,0,1,0,0,0,1,0,0
21.0,3.025,0,25,1,0,-1,0,0,0,1,0,1,0,0,0,0
22.0,2.9251143268308284,1,24,0,-1,0,0,-1,1,0,0,1,0,0,0,0
20.0,2.89,3,26,-1,0,1,-1,0,0,1,0,0,1,0,0,0
23.0,3.085,2,15,1,1,-1,-1,-1,1,0,0,1,0,0,0,0
18.0,3.45,0,20,-1,0,0,-1,-1,0,1,0,1,0,0,0,0
26.0,2.985,2,29,-1,-1,1,0,-1,0,1,0,1,0,0,0,0
21.0,2.54,4,26,-1,1,-1,-1,0,1,0,0,0,0,0,1,0
20.0,2.775,5,27,-1,0,1,-1,0,1,0,0,0,0,0,1,0
24.0,3.145,2,21,1,1,-1,0,0,1,0,0,0,0,0,1,0
20.0,2.72,3,28,-1,-1,0,-1,-1,0,1,0,0,0,0,1,0
23.0,3.055,2,25,0,1,0,-1,0,1,0,0,0,0,0,0,1
22.0,3.24,5,22,-1,-1,-1,-1,-1,1,0,0,0,0,0,1,0
22.0,2.505,4,15,-1,0,-1,-1,0,1,0,0,0,1,0,0,0
21.0,2.9,0,24,1,1,0,0,-1,0,1,0,0,0,0,1,0
22.0,3.12,5,26,-1,1,0,0,-1,1,0,0,0,0,0,1,0
25.0,2.915,5,21,-1,1,1,0,-1,1,0,0,1,0,0,0,0
24.0,2.855,0,15,0,0,-1,0,-1,0,1,0,0,0,0,1,0
25.0,2.785,3,27,-1,0,0,0,1,0,1,0,0,0,1,0,0
22.0,2.345,5,19,0,-1,0,0,-1,1,0,0,0,0,1,0,0
24.0,2.95,3,24,0,1,-1,-1,1,1,0,0,0,0,1,0,0
20.0,2.965,5,19,-1,-1,0,-1,1,1,0,0,0,0,1,0,0
19.0,2.69,1,22,0,-1,0,0,-1,0,1,0,0,1,0,0,0
25.0,2.885,0,29,1,1,0,0,1,0,1,0,0,0,1,0,0
20.0,2.9251143268308284,1,18,1,-1,0,0,0,1,0,0,0,0,1,0,0
24.0,2.09,5,28,-1,1,0,-1,0,1,0,0,0,0,0,0,1
24.0,3.11,3,20,0,0,0,-1,0,0,1,0,0,0,0,1,0
22.0,2.975,2,19,-1,-1,1,-1,-1,1,0,0,0,0,0,1,0
20.0,3.285,1,19,-1,0,0,-1,0,0,1,0,1,0,0,0,0
23.0,3.705,2,19,1,-1,-1,0,-1,0,1,0,1,0,0,0,0
20.0,2.88,0,20,-1,1,1,-1,0,1,0,0,0,0,1,0,0
25.0,2.47,0,26,-1,0,-1,-1,-1,1,0,1,0,0,0,0,0
23.0,2.9251143268308284,1,26,-1,1,0,-1,-1,1,0,0,0,0,0,1,0
26.0,2.865,4,17,-1,0,0,-1,0,0,1,0,0,0,0,1,0
25.0,2.665,4,21,-1,-1,0,-1,-1,0,1,0,0,1,0,0,0
21.0,2.755,1,29,0,0,0,0,1,0,1,0,0,0,0,1,0
19.0,2.82,5,18,-1,0,0,-1,-1,0,1,0,0,0,1,0,0
22.0,3.235,1,15,-1,-1,1,-1,1,0,1,0,1,0,0,0,0
27.0,2.85,3,24,-1,-1,0,-1,-1,1,0,0,0,0,0,1,0
21.0,3.075,3,29,-1,0,0,-1,-1,1,0,1,0,0,0,0,0
19.0,2.97,3,18,-1,-1,1,-1,0,0,1,0,1,0,0,0,0
21.0,2.98,2,26,0,-1,0,1,0,1,0,0,1,0,0,0,0
18.0,2.615,2,27,-1,0,1,-1,1,1,0,0,0,0,0,1,0
25.0,3.6,3,20,0,0,1,-1,-1,0,1,1,0,0,0,0,0
20.0,2.545,3,19,-1,0,0,-1,0,0,1,0,0,0,0,1,0
20.0,2.955,5,15,0,1,0,-1,0,1,0,1,0,0,0,0,0
18.0,2.67,3,20,0,0,0,-1,0,1,0,0,1,0,0,0,0
24.0,3.365,0,15,1,0,-1,-1,1,0,1,0,0,0,0,1,0
24.0,2.475,5,15,-1,-1,0,-1,-1,0,1,0,0,0,0,1,0
21.0,2.325,5,25,-1,-1,1,-1,-1,1,0,0,0,0,0,1,0
